wordcnt.no,wordcnt.content,wordcnt.mor,wordcnt.cnt
4991,사악합니다,Adjective,2
4992,았,Noun,2
4993,앙트레,Noun,2
4994,사야,Verb,2
4995,이민자,Noun,2
4996,앞서,Noun,2
4997,이비스,Noun,2
4998,이뻐서,Adjective,2
4999,링크,Noun,2
5000,애매한,Adjective,2
5001,사올까,Verb,2
5002,이뻤어요,Adjective,2
5003,사와서,Verb,2
5004,애용,Noun,2
5005,애초,Noun,2
5006,사이공,Noun,2
5007,액땜,Noun,2
5008,액체,Noun,2
5009,사이만,Noun,2
5010,이쁘다고,Adjective,2
5011,야시장,Noun,2
5012,이쁘더라고요,Adjective,2
5013,걸리더라구요,Verb,2
5014,야할,Adjective,2
5015,이쁜거,Adjective,2
5016,이쁩니다,Adjective,2
5017,마냥,Noun,2
5018,야호,Noun,2
5019,약시,Noun,2
5020,약하게,Adjective,2
5021,사크레쾨르,Noun,2
5022,얄,Noun,2
5023,마는,Noun,2
5024,이상하게,Adjective,2
5025,이상하다고,Adjective,2
5026,양말,Noun,2
5027,양성,Noun,2
5028,양식,Noun,2
5029,양옆,Noun,2
5030,어느새,Adjective,2
5031,어니언,Noun,2
5032,이상해서,Adjective,2
5033,마땅치,Noun,2
5034,어둡고,Adjective,2
5035,이심,Noun,2
5036,이어,Verb,2
5037,어떡하지,Adjective,2
5038,살살,Noun,2
5039,살았어요,Verb,2
5040,살이,Noun,2
5041,어려운,Adjective,2
5042,어려워,Adjective,2
5043,이어집니다,Verb,2
5044,이어폰,Noun,2
5045,이었,Verb,2
5046,어렵고,Adjective,2
5047,삶,Noun,2
5048,어머,Noun,2
5049,어머니,Noun,2
5050,어벤저스,Noun,2
5051,삼삼오오,Noun,2
5052,삼아,Verb,2
5053,삿는데,Noun,2
5054,삿습니다라빌레,Noun,2
5055,마른,Adjective,2
5056,어울리지,Verb,2
5057,어이,Noun,2
5058,어이없게,Adjective,2
5059,어젯밤,Noun,2
5060,어째,Noun,2
5061,그랬음,Adjective,2
5062,어쩌다,Adverb,2
5063,이었어서,Verb,2
5064,어쩌면,Noun,2
5065,어쩌지,Adverb,2
5066,이었으나,Verb,2
5067,어찌나,Adverb,2
5068,상가,Noun,2
5069,이었으니,Verb,2
5070,어트랙션,Noun,2
5071,어학,Noun,2
5072,억양,Noun,2
5073,언넝,Noun,2
5074,상관없는,Adjective,2
5075,언젠가,Adverb,2
5076,상기,Noun,2
5077,상대로,Noun,2
5078,상대방,Noun,2
5079,얼어요,Verb,2
5080,상주,Noun,2
5081,엄지,Noun,2
5082,상큼,Noun,2
5083,상향,Noun,2
5084,새끼,Noun,2
5085,없나,Adjective,2
5086,새삼,Noun,2
5087,감사하겠습니다,Verb,2
5088,색감,Noun,2
5089,없더라고요,Adjective,2
5090,없더라도,Adjective,2
5091,샌,Verb,2
5092,그러냐고,Adjective,2
5093,샘플,Noun,2
5094,이집트,Noun,2
5095,없었,Adjective,2
5096,없었구요,Adjective,2
5097,이쯤,Noun,2
5098,생각나네요,Verb,2
5099,그러네요,Adjective,2
5100,없었으면,Adjective,2
5101,생각나면,Verb,2
5102,없으나,Adjective,2
5103,생각나서,Verb,2
5104,없으니까,Adjective,2
5105,없으면,Adjective,2
5106,생각납니다,Verb,2
5107,없을까,Adjective,2
5108,없을듯,Adjective,2
5109,이프,Noun,2
5110,생겼어요,Verb,2
5111,없지,Adjective,2
5112,엇음,Noun,2
5113,생기니,Verb,2
5114,생길,Verb,2
5115,생루이,Noun,2
5116,가져가는지,Verb,2
5117,생일,Noun,2
5118,생존,Noun,2
5119,마시는,Verb,2
5120,에티오피아,Noun,2
5121,마시다가,Verb,2
5122,엑스,Noun,2
5123,가는지,Verb,2
5124,엘리,Noun,2
5125,엣,Noun,2
5126,샤,Noun,2
5127,샤크,Noun,2
5128,여담,Noun,2
5129,여서,Noun,2
5130,감사합니당,Verb,2
5131,샴퓨,Noun,2
5132,여정,Noun,2
5133,그러려니,Adjective,2
5134,서고,Noun,2
5135,연결하고,Adjective,2
5136,연고,Noun,2
5137,그러시더라구요,Adjective,2
5138,서는데,Verb,2
5139,걸릴,Verb,2
5140,가져가도,Verb,2
5141,인분,Noun,2
5142,인사말,Noun,2
5143,그러지,Adjective,2
5144,연작,Noun,2
5145,연휴,Noun,2
5146,서로서로,Adverb,2
5147,서민,Noun,2
5148,서부,Noun,2
5149,열려있음,Verb,2
5150,서양인,Noun,2
5151,열리는,Verb,2
5152,열리는게,Verb,2
5153,서유럽,Noun,2
5154,인연,Noun,2
5155,열어,Verb,2
5156,인용,Noun,2
5157,열어야,Verb,2
5158,그러진,Adjective,2
5159,서있어요,Verb,2
5160,그럭저럭,Adverb,2
5161,엽니,Noun,2
5162,였,Verb,2
5163,였기,Verb,2
5164,였는데요,Verb,2
5165,석회질,Noun,2
5166,섞어서,Verb,2
5167,영,Noun,2
5168,선글라스,Noun,2
5169,영도구,Noun,2
5170,옆쪽,Noun,2
5171,옆칸,Noun,2
5172,예민,Noun,2
5173,예민하신,Adjective,2
5174,마자,Noun,2
5175,예뻤어요,Adjective,2
5176,예뻤을,Adjective,2
5177,인해서,Adjective,2
5178,예쁘더라구요,Adjective,2
5179,선이면,Verb,2
5180,선인장,Noun,2
5181,일거,Verb,2
5182,예상외,Noun,2
5183,그런게,Adjective,2
5184,예측,Noun,2
5185,일것,Verb,2
5186,일과,Noun,2
5187,오거,Noun,2
5188,오게,Verb,2
5189,오는데,Verb,2
5190,오니,Noun,2
5191,가져가면,Verb,2
5192,오라,Noun,2
5193,오라네요,Verb,2
5194,일데,Verb,2
5195,걸림,Verb,2
5196,섭니다,Verb,2
5197,오래되지,Adjective,2
5198,일듯,Verb,2
5199,오랜,Adverb,2
5200,걸림이,Verb,2
5201,오르세도,Verb,2
5202,오르세로,Verb,2
5203,성공했습니다,Adjective,2
5204,오르쉐,Noun,2
5205,감수,Noun,2
5206,성분,Noun,2
5207,오벨리스크,Noun,2
5208,일본인,Noun,2
5209,성의,Noun,2
5210,성지,Noun,2
5211,오스,Noun,2
5212,세게,Verb,2
5213,오실텐데,Verb,2
5214,오우,Noun,2
5215,마쥬,Noun,2
5216,오픈런,Noun,2
5217,일식집,Noun,2
5218,세면대,Noun,2
5219,온거,Verb,2
5220,세명,Noun,2
5221,온대,Noun,2
5222,온리,Verb,2
5223,온몸,Noun,2
5224,세용,Noun,2
5225,온통,Noun,2
5226,세우면,Verb,2
5227,올라,Verb,2
5228,일어났어요,Verb,2
5229,올라가면,Verb,2
5230,올라가세요,Verb,2
5231,세이브,Noun,2
5232,올라감,Verb,2
5233,세제,Noun,2
5234,올라갔다,Verb,2
5235,올라갔습니다,Verb,2
5236,세탁,Noun,2
5237,올라서,Verb,2
5238,세팅,Noun,2
5239,세포,Noun,2
5240,섹션,Noun,2
5241,올려요,Verb,2
5242,올렸는데,Verb,2
5243,올리겟습니다,Verb,2
5244,셋트,Noun,2
5245,옮겨,Verb,2
5246,일주,Noun,2
5247,옮겼는데,Verb,2
5248,소녀,Noun,2
5249,소독,Noun,2
5250,일지,Noun,2
5251,소로,Noun,2
5252,와인잔,Noun,2
5253,감옥,Noun,2
5254,소름,Noun,2
5255,완료,Noun,2
5256,일편,Noun,2
5257,소맥,Noun,2
5258,그렇다는,Adjective,2
5259,일화,Noun,2
5260,소소하게,Adjective,2
5261,소소하고,Adjective,2
5262,그렇습니다,Adjective,2
5263,소시지,Noun,2
5264,소식,Noun,2
5265,그렇지,Adjective,2
5266,소액,Noun,2
5267,그렇진,Adjective,2
5268,소음,Noun,2
5269,막아,Verb,2
5270,그레이,Noun,2
5271,막판,Noun,2
5272,걸어가는,Verb,2
5273,잃어버려서,Verb,2
5274,막히고,Verb,2
5275,가벼워서,Adjective,2
5276,그리구,Verb,2
5277,속상했는데,Adjective,2
5278,잃어버린,Verb,2
5279,속옷,Noun,2
5280,걸어갈,Verb,2
5281,만나게,Verb,2
5282,속편,Noun,2
5283,그리는,Verb,2
5284,솔직,Noun,2
5285,그리웠습니다,Adjective,2
5286,입고도,Verb,2
5287,만남,Noun,2
5288,입는,Verb,2
5289,입니다만,Adjective,2
5290,만났습니다,Verb,2
5291,수리,Noun,2
5292,수분크림,Noun,2
5293,감히,Noun,2
5294,수상한,Noun,2
5295,입성,Noun,2
5296,수없이,Adverb,2
5297,입어,Verb,2
5298,입어요,Verb,2
5299,수월하게,Adjective,2
5300,입었고,Verb,2
5301,수제,Noun,2
5302,수처리,Noun,2
5303,수프,Noun,2
5304,숙녀,Noun,2
5305,숙지,Noun,2
5306,입으시고,Verb,2
5307,그저께,Noun,2
5308,만들러,Verb,2
5309,입으시는,Verb,2
5310,순위,Noun,2
5311,순이,Noun,2
5312,그쳐서,Verb,2
5313,순탄,Noun,2
5314,숟가락,Noun,2
5315,가져가자니,Verb,2
5316,숲,Noun,2
5317,쉬엄,Noun,2
5318,걸어다,Verb,2
5319,쉬었어요,Verb,2
5320,잇는데,Verb,2
5321,쉬운,Adjective,2
5322,걸어다니다가,Verb,2
5323,잇음,Verb,2
5324,쉴,Verb,2
5325,쉽고,Verb,2
5326,쉽더라구요,Verb,2
5327,있거든요,Adjective,2
5328,극단,Noun,2
5329,갔구요,Verb,2
5330,슈팅게임,Noun,2
5331,걸어다니면서,Verb,2
5332,있겠죠,Adjective,2
5333,극장,Noun,2
5334,있고요,Adjective,2
5335,만세,Noun,2
5336,있구나,Adjective,2
5337,있기는,Adjective,2
5338,극적,Noun,2
5339,스몰토크,Noun,2
5340,스벅,Noun,2
5341,스스로,Noun,2
5342,스압,Noun,2
5343,있는거에요,Adjective,2
5344,있는것,Adjective,2
5345,있는것으로,Adjective,2
5346,스케일,Noun,2
5347,있는데요,Adjective,2
5348,만족스러운,Adjective,2
5349,스타킹,Noun,2
5350,스탠다드,Noun,2
5351,만족스러워,Adjective,2
5352,있다거나,Adjective,2
5353,있다는게,Adjective,2
5354,스파게티,Noun,2
5355,스파이,Noun,2
5356,스파이더맨,Noun,2
5357,스페셜,Noun,2
5358,스폿,Noun,2
5359,스플렌디드,Noun,2
5360,있다며,Adjective,2
5361,있더군요,Adjective,2
5362,슬퍼,Adjective,2
5363,슬펐습니다,Adjective,2
5364,있더라도,Adjective,2
5365,만족합니다,Adjective,2
5366,글라스,Noun,2
5367,승인,Noun,2
5368,승차,Noun,2
5369,승차권,Noun,2
5370,시경,Noun,2
5371,시골,Noun,2
5372,있어서요,Adjective,2
5373,갔는데도,Verb,2
5374,글로벌,Noun,2
5375,만족했어요,Adjective,2
5376,시더,Noun,2
5377,시려,Adjective,2
5378,글자,Noun,2
5379,있었는데도,Adjective,2
5380,시로,Noun,2
5381,시를,Adjective,2
5382,가보기로,Verb,2
5383,시바견,Noun,2
5384,있었어서,Adjective,2
5385,시시각각,Noun,2
5386,시야,Noun,2
5387,시어머니,Noun,2
5388,있었으면,Adjective,2
5389,시원한,Adjective,2
5390,시일,Noun,2
5391,시청,Noun,2
5392,많구요,Adjective,2
5393,걸었던,Verb,2
5394,있으며,Adjective,2
5395,걸었습니다,Verb,2
5396,있으므로,Adjective,2
5397,시켰네요,Verb,2
5398,시켰습니다,Verb,2
5399,많긴,Adjective,2
5400,있으실,Adjective,2
5401,금연,Noun,2
5402,시키면,Verb,2
5403,시키진,Verb,2
5404,시킬,Verb,2
5405,많다,Adjective,2
5406,시행,Noun,2
5407,있을까,Adjective,2
5408,금일,Noun,2
5409,식료품점,Noun,2
5410,있을때봉쥬,Noun,2
5411,많더군요,Adjective,2
5412,식수,Noun,2
5413,식어서,Verb,2
5414,식용유,Noun,2
5415,많던데,Adjective,2
5416,식전,Noun,2
5417,걸으니,Verb,2
5418,신경안,Noun,2
5419,신규,Noun,2
5420,금제,Noun,2
5421,있진,Adjective,2
5422,신기한,Adjective,2
5423,신기할,Adjective,2
5424,신기했어요,Adjective,2
5425,많앗던지라,Adjective,2
5426,신다면,Verb,2
5427,자가진단,Noun,2
5428,자극,Noun,2
5429,신앙,Noun,2
5430,자꾸만,Noun,2
5431,자동식,Noun,2
5432,걸음,Noun,2
5433,신축,Noun,2
5434,자라,Noun,2
5435,신호,Noun,2
5436,신혼부부,Noun,2
5437,자랑,Noun,2
5438,실렸는지,Verb,2
5439,실망,Noun,2
5440,자르고,Verb,2
5441,실부쁠레,Noun,2
5442,많으면,Adjective,2
5443,많으셔서,Adjective,2
5444,실컷,Noun,2
5445,걸쳐,Verb,2
5446,실패해서,Adjective,2
5447,싫고,Adjective,2
5448,싫네요,Adjective,2
5449,가깝게,Adjective,2
5450,싫어하고,Adjective,2
5451,많으신,Adjective,2
5452,많으실,Adjective,2
5453,싫으면,Adjective,2
5454,많은데요,Adjective,2
5455,많은지,Adjective,2
5456,타이,Noun,2
5457,가져갔지만,Verb,2
5458,심부름,Noun,2
5459,탁,Noun,2
5460,심하죠,Adjective,2
5461,탄건데,Verb,2
5462,심해서,Adjective,2
5463,탄산수,Noun,2
5464,탄산음료,Noun,2
5465,탄에,Verb,2
5466,탄을,Verb,2
5467,검문,Noun,2
5468,싶기,Verb,2
5469,기계로,Noun,2
5470,기구,Noun,2
5471,탈수,Noun,2
5472,탈의,Noun,2
5473,탈의실,Noun,2
5474,싶던,Verb,2
5475,탈지,Noun,2
5476,말랑이,Noun,2
5477,싶으시다면,Verb,2
5478,싶은건,Verb,2
5479,싶은게,Verb,2
5480,싶은데,Verb,2
5481,싶지,Verb,2
5482,말리,Noun,2
5483,기념품점,Noun,2
5484,싸길래,Verb,2
5485,탔다가,Verb,2
5486,싸던데요,Verb,2
5487,말아서,Verb,2
5488,말았는데,Verb,2
5489,싸인,Noun,2
5490,싹,Noun,2
5491,말을하게,Verb,2
5492,싼거다,Verb,2
5493,기다려야,Verb,2
5494,말함,Noun,2
5495,갔었거든요,Verb,2
5496,갔었고,Verb,2
5497,쌀쌀하다고,Adjective,2
5498,태워,Verb,2
5499,쌀쌀합니다,Adjective,2
5500,쌀쌀해서,Adjective,2
5501,쌀쌀해요,Adjective,2
5502,기다렸는데,Verb,2
5503,쌀쌀해졌어요,Adjective,2
5504,맑아서,Adjective,2
5505,까르보나라,Noun,2
5506,까먹고,Verb,2
5507,터벅,Adverb,2
5508,깔고,Verb,2
5509,기다리긴,Verb,2
5510,터졌어요,Verb,2
5511,터지는,Verb,2
5512,갔었는데요,Verb,2
5513,터지더라구요,Verb,2
5514,맛없는,Adjective,2
5515,기다리는듯,Verb,2
5516,턱,Noun,2
5517,털,Noun,2
5518,깜깜,Noun,2
5519,깜놀,Noun,2
5520,기다리던,Verb,2
5521,털려서,Verb,2
5522,맛있,Adjective,2
5523,깨끗함,Adjective,2
5524,맛있긴,Adjective,2
5525,기다리며,Verb,2
5526,기다리면,Verb,2
5527,테르트르,Noun,2
5528,기다리세요,Verb,2
5529,맛있는데요,Adjective,2
5530,테온,Noun,2
5531,테이크,Noun,2
5532,꺼라고,Verb,2
5533,꺼지라고,Verb,2
5534,맛있는지,Adjective,2
5535,갔었어요,Verb,2
5536,기다린,Verb,2
5537,텔레파시,Noun,2
5538,꼬,Noun,2
5539,맛있더라고요,Adjective,2
5540,꼬불꼬불,Adverb,2
5541,꼼꼼히,Adjective,2
5542,맛있었는데,Adjective,2
5543,꽃들이,Noun,2
5544,게다가,Noun,2
5545,꽉찬,Verb,2
5546,통신사,Noun,2
5547,꾸욱,Noun,2
5548,꾸준히,Adjective,2
5549,기다림,Noun,2
5550,끄고,Verb,2
5551,끄덕,Noun,2
5552,끊고,Verb,2
5553,게시,Noun,2
5554,끊는,Verb,2
5555,끊어야,Verb,2
5556,맛있을,Adjective,2
5557,끊었고,Verb,2
5558,끊었는데,Verb,2
5559,끊었습니다,Verb,2
5560,갔지만,Verb,2
5561,가깝습니다,Adjective,2
5562,투머치토,Noun,2
5563,투명한,Adjective,2
5564,투시,Noun,2
5565,망설이지,Verb,2
5566,투자,Noun,2
5567,툴루즈,Noun,2
5568,끓여서,Verb,2
5569,기대하지,Adjective,2
5570,가져다줘요,Verb,2
5571,맞,Verb,2
5572,맞거나,Verb,2
5573,맞게,Verb,2
5574,튀어,Noun,2
5575,맞냐,Verb,2
5576,튈르히공원,Noun,2
5577,튜브,Noun,2
5578,끼면,Verb,2
5579,낀,Verb,2
5580,낄,Verb,2
5581,나가,Verb,2
5582,나가고,Verb,2
5583,트레이,Noun,2
5584,나가니,Verb,2
5585,트레킹,Noun,2
5586,기독교,Noun,2
5587,기라,Verb,2
5588,나가셔서,Verb,2
5589,나가자마자,Verb,2
5590,나간,Verb,2
5591,트립,Noun,2
5592,맞는거,Verb,2
5593,겠죠,Verb,2
5594,트인,Verb,2
5595,나게,Verb,2
5596,맞는지,Verb,2
5597,나누어,Verb,2
5598,특별히,Adjective,2
5599,맞다,Verb,2
5600,맞아,Verb,2
5601,특수한,Adjective,2
5602,나는데,Verb,2
5603,나더라고요,Verb,2
5604,맞아요,Verb,2
5605,기름,Noun,2
5606,기름지고,Verb,2
5607,특징,Noun,2
5608,겠지만,Verb,2
5609,틀,Noun,2
5610,기묘한,Adjective,2
5611,나쁜,Adjective,2
5612,맞았어요,Verb,2
5613,기문,Noun,2
5614,기미,Noun,2
5615,나서서,Verb,2
5616,나선형,Noun,2
5617,맞으며,Verb,2
5618,맞은편,Noun,2
5619,맞음,Verb,2
5620,나오게,Verb,2
5621,나오긴,Verb,2
5622,틈,Noun,2
5623,티라미수,Noun,2
5624,티비,Noun,2
5625,나오자마자,Verb,2
5626,기세,Noun,2
5627,나와야,Verb,2
5628,파김치,Noun,2
5629,파네,Noun,2
5630,파는데,Verb,2
5631,나왔,Verb,2
5632,나왔냐고,Verb,2
5633,파도,Noun,2
5634,파라,Noun,2
5635,가기전에,Verb,2
5636,나왔어,Verb,2
5637,나왔을,Verb,2
5638,파란,Noun,2
5639,파란색,Noun,2
5640,겨은,Verb,2
5641,나을거,Verb,2
5642,나이스,Noun,2
5643,나지,Verb,2
5644,파빌리온,Noun,2
5645,나흘,Noun,2
5646,낙서,Noun,2
5647,난감해하고,Adjective,2
5648,파운데이션,Noun,2
5649,파워,Noun,2
5650,파이,Noun,2
5651,기억나네요,Verb,2
5652,난민,Noun,2
5653,난이,Noun,2
5654,파인,Verb,2
5655,날거,Verb,2
5656,가능하다고,Adjective,2
5657,날로,Noun,2
5658,날림,Noun,2
5659,강렬한,Adjective,2
5660,날이었습니다,Verb,2
5661,판단,Noun,2
5662,기와,Noun,2
5663,강렬해서,Adjective,2
5664,남겨서,Verb,2
5665,기웃기웃,Adverb,2
5666,기원,Noun,2
5667,남겼는데,Verb,2
5668,남겼어요,Verb,2
5669,남기세요,Verb,2
5670,강변,Noun,2
5671,기장,Noun,2
5672,기재,Noun,2
5673,팔만,Noun,2
5674,기절,Noun,2
5675,기점,Noun,2
5676,기존,Noun,2
5677,팡,Adverb,2
5678,낫,Noun,2
5679,패션위크,Noun,2
5680,기침,Noun,2
5681,팩토리,Noun,2
5682,났음,Verb,2
5683,팬케이크,Noun,2
5684,낮은,Adjective,2
5685,낯선,Noun,2
5686,매시,Verb,2
5687,기한,Noun,2
5688,기회,Noun,2
5689,내놓으라고,Verb,2
5690,견딜만,Verb,2
5691,매칭,Noun,2
5692,내더라구요,Verb,2
5693,긴데,Verb,2
5694,페널티,Noun,2
5695,페롤,Noun,2
5696,견해,Noun,2
5697,페리,Noun,2
5698,결,Noun,2
5699,내려갑니다,Verb,2
5700,내려갔어요,Verb,2
5701,내려다보니,Verb,2
5702,편리하고,Adjective,2
5703,내려오니,Verb,2
5704,편안하게,Adjective,2
5705,편안한,Adjective,2
5706,내렸는데,Verb,2
5707,내렸다,Verb,2
5708,내렸다가,Verb,2
5709,편의,Noun,2
5710,편이었고,Verb,2
5711,맸고,Verb,2
5712,내리다가,Verb,2
5713,내리더군요,Verb,2
5714,내리더라구요,Verb,2
5715,내리라고,Verb,2
5716,내리막,Noun,2
5717,내리지는,Verb,2
5718,결코,Noun,2
5719,머리띠,Noun,2
5720,머릿결,Noun,2
5721,내며,Verb,2
5722,가보시는,Verb,2
5723,편했고,Adjective,2
5724,내외,Noun,2
5725,길어,Adjective,2
5726,내지,Noun,2
5727,머무르면서,Verb,2
5728,머물렀는데,Verb,2
5729,냉방,Noun,2
5730,가보시는거,Verb,2
5731,너무나도,Adverb,2
5732,길어지는,Verb,2
5733,넉,Noun,2
5734,머치,Noun,2
5735,평범한,Adjective,2
5736,평생,Noun,2
5737,경,Noun,2
5738,평준화,Noun,2
5739,평타,Noun,2
5740,넓게,Adjective,2
5741,넓기,Adjective,2
5742,포,Noun,2
5743,포드,Noun,2
5744,넘나,Verb,2
5745,넘는거,Verb,2
5746,포르투,Noun,2
5747,먹고싶어서,Verb,2
5748,포스,Noun,2
5749,포스트,Noun,2
5750,경량패딩,Noun,2
5751,먹고있어서,Verb,2
5752,넘어갈,Verb,2
5753,포켓,Noun,2
5754,먹고있어요,Verb,2
5755,넘어왔어요,Verb,2
5756,먹는거,Verb,2
5757,넘으면,Verb,2
5758,폭탄,Noun,2
5759,김밥,Noun,2
5760,넣는,Verb,2
5761,폴라,Noun,2
5762,폴로,Noun,2
5763,먹다,Verb,2
5764,먹던,Verb,2
5765,경이,Noun,2
5766,퐁듀,Noun,2
5767,가능하다면,Adjective,2
5768,넣은,Verb,2
5769,넣을,Verb,2
5770,네덜란드,Noun,2
5771,네임택,Noun,2
5772,네타,Noun,2
5773,네트,Noun,2
5774,표현,Noun,2
5775,깊은,Adjective,2
5776,넬,Noun,2
5777,넬리,Noun,2
5778,깊이,Noun,2
5779,넷플릭스,Noun,2
5780,녀,Noun,2
5781,푸드,Noun,2
5782,먹어야,Verb,2
5783,경찰차,Noun,2
5784,노르망디,Noun,2
5785,노리는,Verb,2
5786,푼,Noun,2
5787,경향,Noun,2
5788,노선도,Noun,2
5789,노소,Noun,2
5790,먹었기,Verb,2
5791,노이로제,Noun,2
5792,노이즈,Noun,2
5793,노트북,Noun,2
5794,먹었는데도,Verb,2
5795,가져주셔서,Verb,2
5796,곁,Noun,2
5797,풀어,Verb,2
5798,품목,Noun,2
5799,논리,Noun,2
5800,놀,Noun,2
5801,들더니,Verb,2
5802,프라이,Noun,2
5803,놀라지도,Verb,2
5804,들더라구요,Verb,2
5805,놀랐다,Verb,2
5806,놀랐지만,Verb,2
5807,먹으려면,Verb,2
5808,놀랬습니다,Adjective,2
5809,놀았어요,Verb,2
5810,농,Noun,2
5811,프렝탕,Noun,2
5812,놓지,Verb,2
5813,프린트,Noun,2
5814,놓치지,Verb,2
5815,놓친,Verb,2
5816,누르거나,Verb,2
5817,계세,Noun,2
5818,누워서,Verb,2
5819,들렀다가,Verb,2
5820,플립,Noun,2
5821,눅스,Noun,2
5822,피고,Noun,2
5823,눈앞,Noun,2
5824,들려,Verb,2
5825,가볼,Verb,2
5826,눌러,Verb,2
5827,들렸습니다,Verb,2
5828,가볼까,Verb,2
5829,피나,Noun,2
5830,먼가,Adjective,2
5831,뉘앙스,Noun,2
5832,느껴,Verb,2
5833,피로,Noun,2
5834,가볼만,Verb,2
5835,먼지,Noun,2
5836,멀,Adjective,2
5837,느껴질,Verb,2
5838,느꼇,Noun,2
5839,느꼈,Verb,2
5840,느꼈는데,Verb,2
5841,피움,Verb,2
5842,느끼는,Verb,2
5843,피카소,Noun,2
5844,느끼하고,Adjective,2
5845,가봐도,Verb,2
5846,멀어서,Adjective,2
5847,멀지,Adjective,2
5848,느낀건,Verb,2
5849,느낀게,Verb,2
5850,피플,Noun,2
5851,픽사,Noun,2
5852,같긴,Adjective,2
5853,멀쩡,Noun,2
5854,느려서,Adjective,2
5855,멀쩡하게,Adjective,2
5856,들리는,Verb,2
5857,필수품,Noun,2
5858,계시던,Adjective,2
5859,멀티탭,Noun,2
5860,늑대,Noun,2
5861,멈춘,Verb,2
5862,계실,Adjective,2
5863,필요하다,Adjective,2
5864,계실까,Adjective,2
5865,늦는,Verb,2
5866,늦는다고,Verb,2
5867,늦어서,Verb,2
5868,멋져,Adjective,2
5869,계십니다,Adjective,2
5870,필요해요,Adjective,2
5871,필요했던,Adjective,2
5872,필요했어요,Adjective,2
5873,닌텐도,Noun,2
5874,필카,Noun,2
5875,다가오지,Verb,2
5876,다가올,Verb,2
5877,계절,Noun,2
5878,핑계,Noun,2
5879,다녀야하는데,Verb,2
5880,다녀오게,Verb,2
5881,멋지다고,Adjective,2
5882,다녀오세요,Verb,2
5883,다녀오시길,Verb,2
5884,같다는,Adjective,2
5885,다녀왔네요,Verb,2
5886,다녀왔던,Verb,2
5887,하고다,Verb,2
5888,하고있고요,Verb,2
5889,메는,Verb,2
5890,하고자,Verb,2
5891,하구,Verb,2
5892,하구요,Verb,2
5893,들어가셔서,Verb,2
5894,고가,Noun,2
5895,다니네요,Verb,2
5896,다니니,Verb,2
5897,메세지,Noun,2
5898,다니다,Verb,2
5899,가치,Noun,2
5900,다니던,Verb,2
5901,고갈,Noun,2
5902,다니며,Verb,2
5903,다니시고,Verb,2
5904,다니시면,Verb,2
5905,다니실,Verb,2
5906,하나로,Noun,2
5907,하나요,Noun,2
5908,메이드,Noun,2
5909,하노이,Noun,2
5910,다닙니다,Verb,2
5911,다닥,Noun,2
5912,다르,Adjective,2
5913,다르고,Adjective,2
5914,하는거에요,Verb,2
5915,다르다고,Adjective,2
5916,다르더라고요,Adjective,2
5917,다른거,Adjective,2
5918,하는것보다,Verb,2
5919,다릅니다,Adjective,2
5920,다리는,Verb,2
5921,메흐시,Noun,2
5922,하는데요,Verb,2
5923,다빈치,Noun,2
5924,다수,Noun,2
5925,다시는,Verb,2
5926,멕시,Noun,2
5927,다양하네요,Adjective,2
5928,하늘색,Noun,2
5929,같다면서,Adjective,2
5930,하다고,Verb,2
5931,다이닝,Noun,2
5932,다이렉트,Noun,2
5933,다이얼,Noun,2
5934,하더군요,Verb,2
5935,다지오,Verb,2
5936,다크,Noun,2
5937,닦고,Verb,2
5938,하던가,Verb,2
5939,같더군요,Adjective,2
5940,멜라토닌,Noun,2
5941,단기,Noun,2
5942,멤버,Noun,2
5943,단순히,Adjective,2
5944,단칼,Noun,2
5945,단호,Noun,2
5946,닫고,Verb,2
5947,하려는데,Verb,2
5948,하려니,Verb,2
5949,하려다가,Verb,2
5950,하려면,Verb,2
5951,하룻밤,Noun,2
5952,닫아,Verb,2
5953,닫아서,Verb,2
5954,닫았다고,Verb,2
5955,닫은,Verb,2
5956,같더라,Adjective,2
5957,들어갔고,Verb,2
5958,하셨다면,Verb,2
5959,하셨으면,Verb,2
5960,달랐어요,Adjective,2
5961,달랑달랑,Adverb,2
5962,몀,Noun,2
5963,달래서,Verb,2
5964,하시겠지만,Verb,2
5965,고등학생,Noun,2
5966,하시구,Verb,2
5967,명도,Noun,2
5968,달렸고,Verb,2
5969,하시네요,Verb,2
5970,달아서,Verb,2
5971,명시,Noun,2
5972,들어갔다가,Verb,2
5973,가봐서,Verb,2
5974,담아,Verb,2
5975,하시면서,Verb,2
5976,담은,Verb,2
5977,몇장,Noun,2
5978,하시지,Verb,2
5979,답답해서,Adjective,2
5980,답례,Noun,2
5981,모녀,Noun,2
5982,가려고요,Verb,2
5983,고른,Verb,2
5984,당하고,Adjective,2
5985,모델링,Noun,2
5986,고를,Verb,2
5987,당하지,Adjective,2
5988,당할까봐,Adjective,2
5989,당함,Adjective,2
5990,당해서,Adjective,2
5991,당했다고,Adjective,2
5992,하우스,Noun,2
5993,당했어요,Adjective,2
5994,닿는,Verb,2
5995,모로,Noun,2
5996,모르,Verb,2
5997,하트,Noun,2
5998,대놓고,Adverb,2
5999,하필,Noun,2
6000,대단히,Adjective,2
6001,대도,Noun,2
6002,들어오냐고,Verb,2
6003,대리,Noun,2
6004,모르겠더라고요,Verb,2
6005,대사관,Noun,2
6006,대안,Noun,2
6007,대적,Noun,2
