l_wordcnt.no,l_wordcnt.content,l_wordcnt.mor,l_wordcnt.cnt
1175,에덴,Noun,1
1176,에러,Noun,1
1177,메뉴,Noun,1
1178,귀가,Noun,1
1179,메가스토어,Noun,1
1180,멍,Noun,1
1181,규제,Noun,1
1182,그날,Noun,1
1183,그때,Noun,1
1184,그땐,Noun,1
1185,그런,Modifier,1
1186,그리니치천문대,Noun,1
1187,그릴,Noun,1
1188,그림,Noun,1
1189,멀리,Noun,1
1190,먼지,Noun,1
1191,근위대,Noun,1
1192,먼저,Noun,1
1193,글래스고,Noun,1
1194,글로브,Noun,1
1195,급구,Noun,1
1196,기,Modifier,1
1197,기념,Noun,1
1198,머,Noun,1
1199,기술,Noun,1
1200,맵피,Noun,1
1201,기차역,Noun,1
1202,기차표,Noun,1
1203,기초,Noun,1
1204,긴급,Noun,1
1205,길거리,Noun,1
1206,길이,Noun,1
1207,김,Noun,1
1208,꽃가루,Noun,1
1209,꿀팁,Noun,1
1210,끼니,Noun,1
1211,나가요,Noun,1
1212,나나,Noun,1
1213,맨유,Noun,1
1214,맨시티,Noun,1
1215,일도,Noun,1
1216,남,Noun,1
1217,남편,Noun,1
1218,납작,Noun,1
1219,일로,Noun,1
1220,맥도날드,Noun,1
1221,매진,Noun,1
1222,내야,Noun,1
1223,내용,Noun,1
1224,매직,Noun,1
1225,네덜란드,Noun,1
1226,네셔널,Noun,1
1227,가이드북,Noun,1
1228,노선,Noun,1
1229,노선도,Noun,1
1230,노스,Noun,1
1231,노트북,Noun,1
1232,노팅힐,Noun,1
1233,놀이기구,Noun,1
1234,누나,Noun,1
1235,뉴,Noun,1
1236,니,Modifier,1
1237,다른,Modifier,1
1238,다시,Noun,1
1239,다운로드,Noun,1
1240,다윈,Noun,1
1241,닫햤나,Noun,1
1242,매,Noun,1
1243,달라,Noun,1
1244,달이,Noun,1
1245,담,Noun,1
1246,답글,Noun,1
1247,답변,Noun,1
1248,당,Modifier,1
1249,매,Modifier,1
1250,맛짐,Noun,1
1251,대강,Noun,1
1252,대략,Noun,1
1253,대로,Noun,1
1254,대비,Noun,1
1255,맘,Noun,1
1256,대용,Noun,1
1257,만약,Noun,1
1258,대체,Noun,1
1259,대한항공,Noun,1
1260,만료,Noun,1
1261,대형,Noun,1
1262,막차,Noun,1
1263,덕후,Noun,1
1264,던전,Noun,1
1265,막무가내,Noun,1
1266,데리,Noun,1
1267,도구,Noun,1
1268,도니,Noun,1
1269,도박,Noun,1
1270,도서관,Noun,1
1271,도슨,Noun,1
1272,도심지,Noun,1
1273,마치,Noun,1
1274,도장,Noun,1
1275,마이크,Noun,1
1276,동물원,Noun,1
1277,마스터,Noun,1
1278,동시,Noun,1
1279,마드리드,Noun,1
1280,둘이서,Noun,1
1281,드라이기,Noun,1
1282,마거릿,Noun,1
1283,등등,Noun,1
1284,등산,Noun,1
1285,딸,Noun,1
1286,땐,Noun,1
1287,또,Noun,1
1288,마,Noun,1
1289,라이언,Noun,1
1290,라이프,Noun,1
1291,린턴,Noun,1
1292,라임,Noun,1
1293,랍스터,Noun,1
1294,래빗,Noun,1
1295,램버스,Noun,1
1296,램지,Noun,1
1297,러,Noun,1
1298,러그,Noun,1
1299,러너,Noun,1
1300,러닝,Noun,1
1301,러셀,Noun,1
1302,러시아워,Noun,1
1303,특파원,Noun,1
1304,리젠트,Noun,1
1305,티켓마스터,Noun,1
1306,티파니,Noun,1
1307,리안,Noun,1
1308,팅,Noun,1
1309,파니,Noun,1
1310,리심,Noun,1
1311,리버,Noun,1
1312,파이,Noun,1
1313,파이브,Noun,1
1314,파일,Noun,1
1315,르네상스,Noun,1
1316,판매,Noun,1
1317,르,Noun,1
1318,팝송,Noun,1
1319,팝업,Noun,1
1320,루벤스,Noun,1
1321,패키지,Noun,1
1322,팬텀,Noun,1
1323,팰리스,Noun,1
1324,퍼트,Noun,1
1325,펀드,Noun,1
1326,롱패딩,Noun,1
1327,로커,Noun,1
1328,페닝턴,Noun,1
1329,페리,Noun,1
1330,로열,Noun,1
1331,페팅,Noun,1
1332,펜,Noun,1
1333,포장,Noun,1
1334,레플,Noun,1
1335,레든홀,Noun,1
1336,폰,Noun,1
1337,폳터,Noun,1
1338,폴,Noun,1
1339,폴라,Noun,1
1340,표현,Noun,1
1341,푼,Noun,1
1342,레,Noun,1
1343,일분,Noun,1
1344,궁금증,Noun,1
1345,프로그램,Noun,1
1346,플,Noun,1
1347,플라이,Noun,1
1348,플랫,Noun,1
1349,궁금,Noun,1
1350,플러스,Noun,1
1351,플리,Noun,1
1352,피아노,Noun,1
1353,피카,Noun,1
1354,궁,Noun,1
1355,피터,Noun,1
1356,핀,Noun,1
1357,핀즈버리,Noun,1
1358,굿,Noun,1
1359,굳이,Noun,1
1360,하나로,Noun,1
1361,국적,Noun,1
1362,하나은행,Noun,1
1363,하나카드,Noun,1
1364,하늘,Noun,1
1365,국장,Noun,1
1366,하이랜드,Noun,1
1367,학년,Noun,1
1368,국민,Noun,1
1369,한가지,Noun,1
1370,한국인,Noun,1
1371,한두,Modifier,1
1372,한식당,Noun,1
1373,국기,Noun,1
1374,핫스폿,Noun,1
1375,항공권,Noun,1
1376,구해,Noun,1
1377,해롯티룸이,Noun,1
1378,구역,Noun,1
1379,구분,Noun,1
1380,해린,Noun,1
1381,해머스미스,Noun,1
1382,해외여행,Noun,1
1383,해지,Noun,1
1384,핸드폰,Noun,1
1385,핼러윈,Noun,1
1386,행,Noun,1
1387,행사,Noun,1
1388,험담,Noun,1
1389,헤드셋,Noun,1
1390,구글맵,Noun,1
1391,헤어,Noun,1
1392,헬스장,Noun,1
1393,현,Modifier,1
1394,현생,Noun,1
1395,혜택,Noun,1
1396,호두까기,Noun,1
1397,교통체증,Noun,1
1398,교통량,Noun,1
1399,혼란,Noun,1
1400,혼밥,Noun,1
1401,교보,Noun,1
1402,홈스,Noun,1
1403,홋스퍼,Noun,1
1404,홍차,Noun,1
1405,화,Noun,1
1406,화요일,Noun,1
1407,화이트,Noun,1
1408,화이트채플,Noun,1
1409,확진,Noun,1
1410,활용,Noun,1
1411,황희,Noun,1
1412,회수,Noun,1
1413,효,Noun,1
1414,관광버스,Noun,1
1415,후통,Noun,1
1416,훅,Noun,1
1417,훗스퍼,Noun,1
1418,휴업,Noun,1
1419,휴일,Noun,1
1420,흝,Noun,1
1421,힐튼,Noun,1
1422,에스컬레이터,Noun,1
1423,에어비앤비,Noun,1
1424,에이버리,Noun,1
1425,공휴일,Noun,1
1426,여,Noun,1
1427,공중화장실,Noun,1
1428,여러,Noun,1
1429,여러분,Noun,1
1430,여름,Noun,1
1431,여성,Noun,1
1432,공중전화,Noun,1
1433,여자아이,Noun,1
1434,공연장,Noun,1
1435,가브,Noun,1
1436,공공시설,Noun,1
1437,연주회,Noun,1
1438,열흘,Noun,1
1439,공,Noun,1
1440,영,Noun,1
1441,골든,Noun,1
1442,영국인,Noun,1
1443,영시기,Noun,1
1444,옆,Noun,1
1445,골드,Noun,1
1446,예상,Noun,1
1447,골,Noun,1
1448,곧바로,Noun,1
1449,고든,Noun,1
1450,오랜,Modifier,1
1451,오버그라운드,Noun,1
1452,오브,Noun,1
1453,오시,Noun,1
1454,오웰,Noun,1
1455,오이,Noun,1
1456,계세,Noun,1
1457,오케스트라,Noun,1
1458,오프,Noun,1
1459,경제,Noun,1
1460,경유,Noun,1
1461,온도,Noun,1
1462,경로,Noun,1
1463,올리브영,Noun,1
1464,와이파이,Noun,1
1465,와프,Noun,1
1466,왓포드,Noun,1
1467,경량,Noun,1
1468,외곽,Noun,1
1469,경,Modifier,1
1470,겸용,Noun,1
1471,요만,Modifier,1
1472,요일,Noun,1
1473,요즈음,Noun,1
1474,결정,Noun,1
1475,용이,Noun,1
1476,우리나라,Noun,1
1477,격리,Noun,1
1478,운영,Noun,1
1479,운하,Noun,1
1480,게임,Noun,1
1481,울,Noun,1
1482,울버햄튼,Noun,1
1483,움,Noun,1
1484,워,Noun,1
1485,워너브라더스,Noun,1
1486,워더,Noun,1
1487,워치,Noun,1
1488,워터,Noun,1
1489,워프,Noun,1
1490,워홀,Noun,1
1491,게이트,Noun,1
1492,게시,Noun,1
1493,월랫,Noun,1
1494,검진,Noun,1
1495,걷기,Noun,1
1496,월화,Noun,1
1497,웨벌리역,Noun,1
1498,웨스트,Noun,1
1499,웨스트브롬,Noun,1
1500,웨일스,Noun,1
1501,웸블리스타디움,Noun,1
1502,위기,Noun,1
1503,위스키,Noun,1
1504,위주,Noun,1
1505,거기,Noun,1
1506,위해,Noun,1
1507,갸,Noun,1
1508,윈즈,Noun,1
1509,객관,Noun,1
1510,윔블던,Noun,1
1511,유니언,Noun,1
1512,유니클로,Noun,1
1513,개월,Noun,1
1514,개국,Noun,1
1515,유명,Noun,1
1516,유모차,Noun,1
1517,유무,Noun,1
1518,유아,Noun,1
1519,유학생,Noun,1
1520,유해,Noun,1
1521,음식물,Noun,1
1522,감상,Noun,1
1523,음악,Noun,1
1524,의미,Noun,1
1525,의상,Noun,1
1526,감기,Noun,1
1527,이건,Noun,1
1528,간다,Noun,1
1529,이득,Noun,1
1530,이메일,Noun,1
1531,이면,Noun,1
1532,이상,Noun,1
1533,이세,Noun,1
1534,이슈,Noun,1
1535,이스트,Noun,1
1536,이슬,Noun,1
1537,이외,Noun,1
1538,각하,Noun,1
1539,각각으로,Noun,1
1540,비지터,Noun,1
1541,빗,Noun,1
1542,빠,Noun,1
1543,빡빡,Noun,1
1544,빡세,Noun,1
1545,빡센가,Noun,1
1546,사고,Noun,1
1547,사나,Noun,1
1548,비옷,Noun,1
1549,사드,Noun,1
1550,사면,Noun,1
1551,비올,Noun,1
1552,사우나,Noun,1
1553,사우스,Noun,1
1554,비스트,Noun,1
1555,사이드,Noun,1
1556,사진촬영,Noun,1
